# iteration    epot_max_error (V)    epot_L2_norm (V)
         2              1517.03
         3              546.515
         4              123.856
         5               17.819
         6              13.6463
         7              12.5466
         8              10.6855
         9              10.3193
        10              12.5022
        11              16.3884
        12              17.0383
        13              13.5854
        14               13.681
        15              11.3538
        16              10.7887
        17              16.4002
        18              13.6985
        19              11.3855
        20               13.063
