particle,length
0,0.0253558
1,0.0662943
2,0.259268
3,0.0155307
4,0.0149158
5,0.0157744
6,0.251614
7,0.0152627
8,0.0253855
9,0.015126
10,0.0152786
11,0.058741
12,0.0163287
13,0.0243877
14,0.0156207
15,0.0150228
16,0.0161378
17,0.290031
18,0.0554353
19,0.0682785
20,0.018814
21,0.05661
22,0.0247389
23,0.137214
24,0.0145879
25,0.0258509
26,0.0146506
27,0.0145792
28,0.0562252
29,0.094026
30,0.0288041
31,0.109867
32,0.0788368
33,0.0166448
34,0.0250476
35,0.0153457
36,0.0182898
37,0.115183
38,0.183619
39,0.0597501
40,0.014555
41,0.120026
42,0.255295
43,0.0972434
44,0.791634
45,0.0691674
46,0.0552214
47,0.0182594
48,0.0154429
49,0.0288701
50,0.0144744
51,0.116005
52,0.110418
53,0.0165512
54,0.0147284
55,0.0765121
56,0.0979888
57,0.0567751
58,0.220264
59,0.0844417
60,0.0148166
61,0.0146105
62,0.0147545
63,0.0584643
64,0.0175264
65,0.0146208
66,0.0145741
67,0.0182104
68,0.0144852
69,0.0144992
70,0.0933296
71,0.246072
72,0.0162661
73,0.0979982
74,0.186564
75,0.135898
76,0.140034
77,0.0148415
78,0.0970226
79,0.0155489
80,0.0144649
81,0.0562171
82,0.0144835
83,0.0679026
84,0.0973525
85,0.144812
86,0.334384
87,0.146871
88,0.0643602
89,0.659478
90,0.0564873
91,0.159819
92,0.0157194
93,0.215227
94,0.0780795
95,0.0244926
96,0.0145958
97,0.0180099
98,0.0182621
99,0.0149076
100,0.125856
101,0.061202
102,0.0266646
103,0.0251336
104,0.059703
105,0.0145826
106,0.0639998
107,0.0273657
108,0.0680288
109,0.136662
110,0.0265644
111,0.0147019
112,0.0586951
113,0.0648895
114,0.369382
115,0.190763
116,0.0149059
117,0.0251793
118,0.015142
119,0.0998119
120,0.0276076
121,0.0145667
122,0.139839
123,0.0263543
124,0.0244345
125,0.134339
126,0.0154253
127,0.0151567
128,0.0574681
129,0.0264747
130,0.0246024
131,0.06006
132,0.0183337
133,0.0253702
134,0.0162175
135,0.0180776
136,0.0250314
137,0.031485
138,0.0251987
139,0.112986
140,0.0145734
141,0.0247219
142,0.0151809
143,0.0266859
144,0.0161137
145,0.0249375
146,0.138191
147,0.014588
148,0.226431
149,0.0155879
150,0.0614364
151,0.0165634
152,0.0148571
153,0.0160402
154,0.0249368
155,0.0162387
156,0.0167702
157,0.0155323
158,0.0189795
159,0.0170427
160,0.0547577
161,0.0245842
162,0.0153586
163,0.0250825
164,0.0184272
165,0.0156029
166,0.259911
167,0.05868
168,0.0210291
169,0.0175561
170,0.0146179
171,0.0152178
172,0.0162578
173,0.0151917
174,0.0240661
175,0.027811
176,0.0159044
177,0.0291431
178,0.0177311
179,0.064069
180,0.0961142
181,0.0151792
182,0.0148286
183,0.136771
184,0.05696
185,0.0148808
186,0.0248482
187,0.0169913
188,0.0147137
189,0.0146483
190,0.14573
191,0.226797
192,0.469636
193,0.056832
194,0.0252211
195,0.0686681
196,0.0505173
197,0.0574821
198,0.0183587
199,0.0148496
200,0.263198
201,0.0145108
202,0.211998
203,0.063658
204,0.0250932
205,0.0145476
206,0.0174951
207,0.0579881
208,0.0178386
209,0.0264334
210,0.0150008
211,0.0145492
212,0.111317
213,0.0162897
214,0.0165173
215,0.026123
216,0.0252439
217,0.0977726
218,0.0583012
219,0.117974
220,0.0147202
221,0.0150001
222,0.294506
223,0.0144797
224,0.0746531
225,0.0152339
226,0.0161378
227,0.0733682
228,0.136841
229,0.0159618
230,0.0171203
231,0.0170875
232,0.0151919
233,0.698065
234,0.015159
235,0.0164927
236,0.0250823
237,0.0162743
238,0.0165505
239,0.117376
240,0.0148619
241,0.0262936
242,0.0254547
243,0.0258907
244,0.111428
245,0.0147144
246,0.0194002
247,0.215824
248,0.0158027
249,0.0560781
250,0.106192
251,0.015256
252,0.0152065
253,0.0685318
254,0.0728032
255,0.0657234
256,0.0992597
257,0.016152
258,0.0265633
259,0.0651083
260,0.0155858
261,0.0194874
262,0.111672
263,0.0177252
264,0.0575982
265,0.0288203
266,0.130079
267,0.0283705
268,0.0660309
269,0.014642
270,0.0150089
271,0.200183
272,0.0200496
273,0.0181846
274,0.0709214
275,0.13827
276,0.0148497
277,0.0549375
278,0.0246301
279,0.0550094
280,0.0265194
281,0.0259279
282,0.0151743
283,0.0577675
284,0.101761
285,0.0144919
286,0.099258
287,0.0252511
288,0.0565767
