# r (m)    potential (V)    [no-anode geometry, cathode at -10000 V]
        0.0201        -1409.1
        0.0204       -1371.17
        0.0207       -1334.49
         0.021       -1299.01
        0.0213       -1264.68
        0.0216       -1231.45
        0.0219       -1199.29
        0.0222       -1168.14
        0.0225       -1137.97
        0.0228       -1108.74
        0.0231       -1080.42
        0.0234       -1052.96
        0.0237       -1026.35
         0.024       -1000.54
        0.0243       -975.509
        0.0246        -951.23
        0.0249       -927.677
        0.0252       -904.824
        0.0255       -882.647
        0.0258       -861.123
        0.0261       -840.232
        0.0264       -819.952
        0.0267       -800.264
         0.027        -781.15
        0.0273        -762.59
        0.0276       -744.568
        0.0279       -727.067
        0.0282       -710.072
        0.0285       -693.568
        0.0288        -677.54
        0.0291       -661.973
        0.0294       -646.856
        0.0297       -632.175
          0.03       -617.918
        0.0303       -604.074
        0.0306       -590.631
        0.0309       -577.578
        0.0312       -564.906
        0.0315       -552.605
        0.0318       -540.664
        0.0321       -529.075
        0.0324        -517.83
        0.0327       -506.918
         0.033       -496.333
        0.0333       -486.066
        0.0336        -476.11
        0.0339       -466.457
        0.0342       -457.101
        0.0345       -448.034
        0.0348       -439.251
        0.0351       -430.745
        0.0354       -422.511
        0.0357       -414.543
         0.036       -406.835
        0.0363       -399.382
        0.0366       -392.181
        0.0369       -385.225
        0.0372        -378.51
        0.0375       -372.033
        0.0378       -365.787
        0.0381       -359.771
        0.0384       -353.979
        0.0387       -348.407
         0.039       -343.052
        0.0393       -337.911
        0.0396       -332.979
        0.0399       -328.253
        0.0402       -323.731
        0.0405       -319.409
        0.0408       -315.284
        0.0411       -311.354
        0.0414       -307.616
        0.0417       -304.068
         0.042       -300.707
        0.0423       -297.531
        0.0426       -294.538
        0.0429       -291.726
        0.0432       -289.093
        0.0435       -286.638
        0.0438       -284.358
        0.0441       -282.252
        0.0444        -280.32
        0.0447       -278.559
         0.045       -276.968
        0.0453       -275.547
        0.0456       -274.295
        0.0459       -273.211
        0.0462       -272.294
        0.0465       -271.545
        0.0468       -270.962
        0.0471       -270.546
        0.0474       -270.296
        0.0477       -270.213
