particle,length
0,0.015612
1,0.0552772
2,0.262925
3,0.0256626
4,0.0351739
5,0.0145926
6,0.0248032
7,0.0165504
8,0.025255
9,0.0204899
10,0.0940308
11,0.0146043
12,0.113119
13,0.291341
14,0.145712
15,0.112186
16,0.107131
17,0.0549758
18,0.0146483
19,0.0176693
20,0.0241075
21,0.0685176
22,0.115632
23,0.0155959
24,0.0262943
25,0.121497
26,0.016045
27,0.0144915
28,0.0258652
29,0.155214
30,0.108287
31,0.0152184
32,0.0566641
33,0.120361
34,0.0157641
35,0.138427
36,0.132566
37,0.0146965
38,0.01512
39,0.091828
40,0.0626961
41,0.0153116
42,0.0247654
43,0.071224
44,0.0221323
45,0.0244993
46,0.0704107
47,0.0148076
48,0.05752
49,0.014592
50,0.0261011
51,0.0556087
52,0.0198014
53,0.108121
54,0.0154686
55,0.0158021
56,0.0167146
57,0.0975858
58,0.0147405
59,0.0261676
60,0.0184168
61,0.0153306
62,0.0751934
63,0.0686222
64,0.0242947
65,0.0844024
66,0.0280455
67,0.0178464
68,0.0149991
69,0.0144896
70,0.0776409
71,0.0244243
72,0.0171908
73,0.0660073
74,0.0148689
75,0.0733311
76,0.0146614
77,0.0632774
78,0.145828
79,0.0149304
80,0.0146616
81,0.163198
82,0.0149613
83,0.0153412
84,0.0150456
85,0.0704123
86,0.014677
87,0.0214443
88,0.0151549
89,0.0150146
90,0.0156936
91,0.124359
92,0.0150254
93,0.0277046
94,0.105672
95,0.0145098
96,0.0264366
97,0.0267485
98,0.0147117
99,0.0162304
100,0.0991617
101,0.0561312
102,0.0255986
103,0.0236528
104,0.101484
105,0.0770638
106,0.0263832
107,0.0286527
108,0.0156952
109,0.0996078
110,0.015579
111,0.0149392
112,0.014933
113,0.0159992
114,0.0144835
115,0.0147344
116,0.0561747
117,0.162763
118,0.0281644
119,0.0695015
120,0.0558253
121,0.102936
122,0.0156919
123,0.0245939
124,0.0145389
125,0.0202909
126,0.0707405
127,0.0241791
128,0.0184594
129,0.0742815
130,0.0984793
131,0.0179634
132,0.0248718
133,0.0150668
134,0.056501
135,0.025128
136,0.0187513
137,0.0257925
138,0.0273396
139,0.0560673
140,0.125098
141,0.0767529
142,0.0529475
143,0.0161641
144,0.161077
145,0.0713952
146,0.0258192
147,0.0588626
148,0.0145445
149,0.0739037
150,0.0255611
151,0.015671
152,0.0146788
153,0.0146763
154,0.0247739
155,0.0146922
156,0.116264
157,0.0665271
158,0.0146064
159,0.0145452
160,0.0153103
161,0.05747
162,0.0244018
163,0.015876
164,0.164551
165,0.0145334
166,0.0252473
167,0.0164761
168,0.0148436
169,0.232261
170,0.0684444
171,0.0987564
172,0.101394
173,0.016463
174,0.0159314
175,0.0145085
176,0.0149811
177,0.015715
178,0.0155715
179,0.0280787
180,0.0241573
181,0.0584837
182,0.205649
183,0.0166732
184,0.22758
185,0.02198
186,0.0160368
187,0.0254242
188,0.0667427
189,0.125743
190,0.0157023
191,0.0581976
192,0.0255576
193,0.0574193
194,0.1831
195,0.0148204
196,0.145612
197,0.0789037
198,0.0574392
199,0.0957051
200,0.160256
201,0.148867
202,0.0150598
203,0.0246763
204,0.0154969
205,0.0179221
206,0.304638
207,0.0562289
208,0.0758063
209,0.0154112
210,0.0154923
211,0.0156956
212,0.101091
213,0.0145427
214,0.101784
215,0.0164065
216,0.0551497
217,0.0149213
218,0.0666336
219,0.074261
220,0.0184309
221,0.0149847
222,0.0250711
223,0.0581848
224,0.0228562
225,0.0164007
226,0.0147859
227,0.0252454
228,0.0165923
229,0.528692
230,0.027262
231,0.0222542
232,0.0280465
233,0.015202
234,0.0640467
235,0.0150168
236,0.0148356
237,0.025208
238,0.0146504
239,0.0893923
240,0.0156902
241,0.0148615
242,0.0994665
243,0.0581757
244,0.0178729
245,0.0156406
246,0.163078
247,0.0994359
248,0.0184698
249,0.0186681
250,0.0563499
251,0.0612265
252,0.0162357
253,0.0158511
254,0.0177289
255,0.0156884
256,0.0144828
257,0.0151412
258,0.0148675
259,0.024386
260,0.0299088
261,0.0972913
262,0.0159638
263,0.0274394
264,0.0172725
265,0.0150415
266,0.165143
267,0.0144682
268,0.0650947
269,0.0145748
270,0.0257155
271,0.0990531
272,0.103082
273,0.0180524
274,0.145394
275,0.0151478
276,0.0158413
277,0.11501
278,0.0154102
279,0.0156817
280,0.016853
281,0.0152092
282,0.0970138
283,0.0571776
284,0.208409
285,0.0146557
286,0.0145844
287,0.0145885
288,0.0283087
289,0.0583546
290,0.0563251
291,0.0150467
292,0.197348
293,0.0248743
294,0.0976735
295,0.0161664
296,0.0229528
297,0.0829988
298,0.0229933
299,0.149133
300,0.0720793
301,0.0149384
302,0.0154313
303,0.0262047
304,0.015936
305,0.0175092
306,0.0154122
307,0.0181912
308,0.0154807
309,0.097842
310,0.0199799
311,0.0250559
312,0.025184
313,0.0740184
314,0.0151655
315,0.0572171
316,0.0180336
317,0.101438
318,0.094161
319,0.0256576
320,0.0249373
321,0.0149237
322,0.0148642
323,0.0248213
324,0.0147261
325,0.137282
326,0.0245846
327,0.0678632
328,0.0156297
329,0.110084
330,0.0246142
331,0.0250939
332,0.0156832
333,0.095371
334,0.0249549
335,0.0157695
336,0.0159876
337,0.0189899
338,0.0158916
339,0.137551
340,0.163566
341,0.0985663
342,0.024981
343,0.0874654
344,0.145841
345,0.109952
346,0.296346
347,0.0266776
348,0.0254241
349,0.0268702
350,0.100014
351,0.0252081
352,0.0809647
353,0.0684751
354,0.0296434
355,0.0148421
356,0.0646625
357,0.101076
358,0.0146208
359,0.0662465
360,0.0148213
361,0.0567156
362,0.024858
363,0.0969351
364,0.0173931
365,0.10759
366,0.0175263
367,0.0145283
368,0.102468
369,0.0164938
370,0.210712
371,0.0180694
372,0.170786
373,0.0152512
374,0.0960543
375,0.0782837
376,0.020223
377,0.10344
378,0.0694781
379,0.101097
380,0.0305064
381,0.172322
382,0.0251166
383,0.0179147
384,0.239221
385,0.148254
386,0.0145539
387,0.0560794
388,0.0150445
389,0.026153
390,0.265917
391,0.017585
392,0.0150345
393,0.0717571
394,0.024983
395,0.116363
396,0.0257477
397,0.0154623
398,0.0144653
399,0.0151521
400,0.0153477
401,0.0176429
402,0.106106
403,0.0175059
404,0.0704728
405,0.116518
406,0.0145341
407,0.0246849
408,0.100604
409,0.0947032
410,0.0260671
411,0.0262053
412,0.0150766
413,0.113707
414,0.0241576
415,0.0571008
416,0.162684
417,0.0148541
418,0.0160448
419,0.0941015
420,0.0560834
421,0.0277441
422,0.15411
423,0.0154036
424,0.0552892
425,0.0161872
426,0.0163263
427,0.124536
428,0.110908
429,0.0216309
430,0.0147672
431,0.0637962
432,0.056175
433,0.10856
434,0.0248111
435,0.0182181
436,0.876809
437,0.0302589
438,0.0189683
439,0.0289145
440,0.0285908
441,0.0322942
442,0.0147783
443,0.0281568
444,0.0242624
445,0.0969273
446,0.264568
447,0.0560527
448,0.0165748
449,0.069629
450,0.11419
451,0.0154469
452,0.120864
453,0.0145653
454,0.0146423
455,0.291486
456,0.0671448
457,0.0950745
458,0.143333
459,0.127482
460,0.0647359
461,0.101807
462,0.0174648
463,0.025319
464,0.0160568
465,0.0701379
466,0.0559123
467,0.0557285
468,0.0148388
469,0.0162611
470,0.0575337
471,0.014847
472,0.0251062
473,0.0159342
474,0.0578295
475,0.0152336
476,0.017559
477,0.0850733
478,0.0162765
479,0.0154013
480,0.165203
481,0.103825
482,0.0146464
483,0.0285605
484,0.0284519
485,0.257162
486,0.0145314
487,0.121183
488,0.0662899
489,0.0154692
490,0.0289537
491,0.0566409
492,0.0148953
493,0.630105
494,0.0241436
495,0.125742
496,0.014996
497,0.0146148
498,0.0257023
499,0.0979873
500,0.0622346
501,0.0244084
502,0.0144838
503,0.146052
504,0.0952086
505,0.0171846
506,0.186071
507,0.093723
508,0.104446
509,0.0150103
510,0.0149401
511,0.0738727
512,0.0245302
513,0.0684994
514,0.0157245
515,0.0243654
516,0.0672881
517,0.0547517
518,0.0155193
519,0.0743368
520,0.0630663
521,0.0580755
522,0.0670035
523,0.0723526
524,0.0561534
525,0.141451
526,0.0145662
527,0.0147309
528,0.122396
529,0.0256439
530,0.110695
531,0.0931065
532,0.0173429
533,0.111195
534,0.0149824
535,0.0275749
536,0.0145866
537,0.0247879
538,0.0158195
539,0.0727221
540,0.0689096
541,0.0153244
542,0.0159696
543,0.0247549
544,0.015358
545,0.0179431
546,0.0151644
547,0.0144767
548,0.0252295
549,0.0252482
550,0.0173554
551,0.14053
552,0.0264348
553,1.54254
554,0.102831
555,0.0962057
556,0.0636358
557,0.0173969
558,0.028981
559,0.0248265
560,0.0254433
561,0.0263545
562,0.0203202
563,0.0151553
564,0.0156441
565,0.0162897
566,0.0761705
567,0.0172112
568,0.0
569,0.0975249
570,0.0677105
571,0.0146324
572,0.383206
573,0.0262365
574,0.0230117
575,0.0249118
576,0.025749
577,0.168069
578,0.0167625
579,0.0151996
580,0.0242414
581,0.0148571
582,0.078345
583,0.0151
584,0.0144854
585,0.0162337
586,0.0281741
587,0.0210151
588,0.10187
589,0.0280219
590,0.0744623
591,0.110687
592,0.0549033
593,0.291291
594,0.0166351
595,0.265499
596,0.0720014
597,0.0149791
598,0.197307
599,0.0750432
600,0.123299
601,0.0158855
602,0.0203804
603,0.0748197
604,0.0257345
605,0.0250691
606,0.0157048
607,0.0146508
608,0.15264
609,0.0674464
610,0.12495
611,0.156125
612,0.0156993
613,0.0243405
614,0.0152714
615,0.0144889
616,0.0159144
617,0.113415
618,0.0965098
619,0.119603
620,0.0180138
621,0.0148793
622,0.0156392
623,0.0567376
624,0.0568943
625,0.145848
626,0.0162429
627,0.0253921
628,0.0167183
629,0.26515
630,0.109753
631,0.0148835
632,0.0987705
633,0.0786038
634,0.172166
635,0.0151815
636,0.0148046
637,0.0577733
638,0.024337
639,0.0555237
640,0.0252281
641,0.0673714
642,0.0245835
643,0.0249846
644,0.0157493
645,0.0161364
646,0.0253397
647,0.0249064
648,0.0150948
649,0.0624277
650,0.0666804
651,0.0176156
652,0.0673986
653,0.188419
654,0.0180562
655,0.0612278
656,0.0205375
657,0.0635994
658,0.118418
659,0.0224126
660,0.0579937
661,0.0189472
662,0.142382
663,0.015405
664,0.0172795
665,0.0145905
666,0.0149641
667,0.0159764
668,0.0576339
669,0.10079
670,0.0188479
671,0.0248323
672,0.0666095
673,0.0144716
674,0.0251835
675,0.0638868
676,0.0657195
677,0.0261482
678,0.0274743
679,0.0144768
680,0.129004
681,0.0150612
682,0.0149421
683,0.0146189
684,0.0145504
685,0.0147075
686,0.0575301
687,0.0160837
688,0.0582412
689,0.0146915
690,0.024447
691,0.0147977
692,0.0147717
693,0.0153998
694,0.0247199
695,0.105359
696,0.171846
697,0.0279849
698,0.0145423
699,0.0253155
700,0.014492
701,0.0704978
702,0.0193795
703,0.0284733
704,0.058324
705,0.015859
706,0.0993816
707,0.0152037
708,0.0246342
709,0.111404
710,0.0181998
711,0.0144654
712,0.0571728
713,0.0151244
714,0.0145373
715,0.0165836
716,0.0244132
717,0.063808
718,0.27313
719,0.0165558
720,0.0162034
721,0.014762
722,0.0189637
723,0.15982
724,0.0251972
725,0.0841916
726,0.01599
727,0.0177097
728,0.0150511
729,0.0153452
730,0.064994
731,0.0554968
732,0.0160672
733,0.0684662
734,0.058449
735,0.0155127
736,0.11948
737,0.0678878
738,0.10412
739,0.0256982
740,0.118813
741,0.0158658
742,0.117849
743,0.0146852
744,0.0986625
745,0.0150808
746,0.165452
747,0.024852
748,0.0151259
749,0.0172117
750,0.0262264
751,0.0253476
752,0.0153588
753,0.0240926
754,0.0163126
755,0.0149059
756,0.0172994
757,0.0549662
758,0.0778268
759,0.0262205
760,0.0147987
761,0.0145291
762,0.0159918
763,0.0169884
764,0.018037
765,0.191643
766,0.0268573
767,0.0291937
768,0.0675135
769,0.101503
770,0.0974471
771,0.0151907
772,0.0280524
773,0.0161718
774,0.0148936
775,0.0263658
776,0.014525
777,0.0148459
778,0.0241448
779,0.0146193
780,0.147455
781,0.0638241
782,0.0944681
783,0.0155745
784,0.0190787
785,0.0159698
786,0.0176169
787,0.017337
788,0.0616
789,0.0174289
790,0.0251123
791,0.0247713
792,0.0257764
793,0.0145564
794,0.0792818
795,0.191683
796,0.0174783
797,0.0774297
798,0.0148021
799,0.017223
800,0.0157249
801,0.124444
802,0.0172991
803,0.0153046
804,0.0252891
805,0.0150771
806,0.0151131
807,0.108965
808,0.0565637
809,0.141664
810,0.153391
811,0.0684268
812,0.165912
813,0.103105
814,0.0155795
815,0.0146853
816,0.0282047
817,0.12259
818,0.128089
819,0.0144845
820,0.0159024
821,0.0149526
822,0.0953066
823,0.169633
824,0.0787383
825,0.025155
826,0.0146083
827,0.0150991
828,0.0152286
829,0.109683
830,0.0146052
831,0.0689903
832,0.0255134
833,0.0145575
834,0.0682713
835,0.0253467
836,0.0853518
837,0.0151552
838,0.0179397
839,0.0145788
840,0.017482
841,0.0273719
842,0.015928
843,0.217482
844,0.015158
845,0.024653
846,0.0154398
847,0.0657809
848,0.218017
849,0.0156798
850,0.0700973
851,0.0146352
852,0.066024
853,0.0147023
854,0.0174793
855,0.0145331
856,0.0192275
857,0.0785148
858,0.0247998
859,0.0255416
860,0.239067
861,0.115732
862,0.0248473
863,0.0262157
864,0.0157142
865,0.0860708
866,0.0146126
867,0.0241453
868,0.0678954
869,0.057779
870,0.149164
871,0.014841
872,0.0556763
873,0.0145641
874,0.0257131
875,0.0674068
876,0.0152398
877,0.0263665
878,0.0176114
879,0.0275746
880,0.177848
881,0.0248254
882,0.0199368
883,0.0249287
884,0.0173521
885,0.0147601
886,0.0989732
887,0.0150083
888,0.0718234
889,0.0163948
890,0.0145
891,0.0149365
892,0.025191
893,0.0166113
894,0.0243045
895,0.0572199
896,0.113181
897,0.0146891
898,0.0180247
899,0.0255292
900,0.0220363
901,0.0753135
902,0.0970207
903,0.0257614
904,0.065795
905,0.121264
906,0.0606052
907,0.0809604
908,0.016073
909,0.0158479
910,0.0152969
911,0.101934
912,0.0286902
913,0.0147438
914,0.121143
915,0.0279131
916,0.187581
917,0.0978668
918,0.151093
919,0.0248205
920,0.0250679
921,0.159021
922,0.0241731
923,0.0150111
924,0.0151482
925,0.0221654
926,0.0249049
927,0.0190356
928,0.0249524
929,0.100449
930,0.0964581
931,0.227919
932,0.0256187
933,0.0151767
934,0.0244694
935,0.281582
936,0.110951
937,0.0175704
938,0.0581433
939,0.01471
940,0.0146055
941,0.0164724
942,0.0621504
943,0.0263507
944,0.103925
945,0.0145321
946,0.0358315
