particle,length
0,0.0686476
1,0.0583427
2,0.025659
3,0.025367
4,0.254393
5,0.0580964
6,0.166823
7,0.0562689
8,0.107387
9,0.0145546
10,0.0162661
11,0.0252244
12,0.162162
13,0.0677338
14,0.0714126
15,0.017484
16,0.0155194
17,0.0638304
18,0.0146725
19,0.117466
20,0.0580402
21,0.014989
22,0.0156341
23,0.0176709
24,0.0149356
25,0.0148404
26,0.0684435
27,0.0243833
28,0.0188579
29,0.0176011
30,0.0157083
31,0.0184022
32,0.0270738
33,0.0149362
34,0.0151502
35,0.0663147
36,0.176543
37,0.33895
38,0.0153795
39,0.0684097
40,0.127575
41,0.0179522
42,0.0277502
43,0.0165308
44,0.187179
45,0.0150717
46,0.393939
47,0.0148172
48,0.110831
49,0.0755683
50,0.0966178
51,0.0157235
52,0.0979363
53,0.0243008
54,0.0156756
55,0.0153504
56,0.025911
57,0.153345
58,0.0691972
59,0.02588
60,0.240077
61,0.0169019
62,0.0733915
63,0.158006
64,0.0251008
65,0.062273
66,0.0146907
67,0.0163698
68,0.102771
69,0.0250695
70,0.0171469
71,0.016776
72,0.0987356
73,0.0180176
74,0.0175139
75,0.0162845
76,0.0151535
77,0.105973
78,0.131854
79,0.0147754
80,0.0252101
81,0.0154399
82,0.0145259
83,0.0173004
84,0.0199072
85,0.018224
86,0.0246654
87,0.0149657
88,0.0621256
89,0.0147779
90,0.0145438
91,0.0146479
92,0.103821
93,0.11204
94,0.0660813
95,0.0270983
96,0.0256113
97,0.0155373
98,0.0892361
99,0.030325
100,0.0175352
101,0.0665232
102,0.0247525
103,0.0181743
104,0.0243649
105,0.0165435
106,0.0996221
107,0.0257906
108,0.0146389
109,0.0154895
110,0.0713051
111,0.126321
112,0.0731635
113,0.026077
114,0.0262398
115,0.0642456
116,0.0183171
117,0.0976164
118,0.015701
119,0.0152493
120,0.0162877
121,0.058093
122,0.0551368
123,0.0192343
124,0.0558637
125,0.0159944
126,0.0249477
127,0.025804
128,0.0162279
129,0.0157146
130,0.028375
131,0.0796996
132,0.105615
133,0.015345
134,0.0176798
135,0.0252941
136,0.0146677
137,0.0151012
138,0.0147936
139,0.0155788
140,0.0172406
141,0.0160975
142,0.0146544
143,0.1494
144,0.0673726
145,0.100874
146,0.0146031
147,0.0153737
148,0.0670872
149,0.055774
150,0.206733
151,0.0155967
152,0.282064
153,0.113742
154,0.071205
155,0.0146425
156,0.0152844
157,0.0247767
158,0.0160522
159,0.01527
160,0.0244488
161,0.0257371
162,0.0737517
163,0.0281027
164,0.0264234
165,0.120797
166,0.0257688
167,0.0145882
168,0.0144656
169,0.0576934
170,0.0160017
171,0.0561763
172,0.0148516
173,0.187271
174,0.0207174
175,0.0573026
176,0.0167358
177,0.0155615
178,0.0161101
179,0.0148359
180,0.180926
181,0.014941
182,0.122615
183,0.142091
184,0.0257926
185,0.0574128
186,0.104183
187,0.0179988
188,0.156232
189,0.0580232
190,0.0761476
191,0.0148375
192,0.056174
193,0.0190564
194,0.227615
195,0.0147878
196,0.0153557
197,0.0146442
198,0.162428
199,0.0259674
200,0.115191
201,0.1428
202,0.0638101
203,0.0150485
204,0.0249825
205,0.0153098
206,0.0247145
207,0.0554689
208,0.0149362
209,0.0278147
210,0.0153239
211,0.0261976
212,0.139331
213,0.0249668
214,0.0281295
215,0.026293
216,0.101685
217,0.0712021
218,0.0660223
219,0.140197
220,0.103814
221,0.0988682
222,0.05664
223,0.149806
224,0.0150749
225,0.0950889
226,0.015694
227,0.0155659
228,0.145693
229,0.074739
230,0.0271136
231,0.0247263
232,0.0160486
233,0.0344312
234,0.05794
235,0.0702242
236,0.0698221
237,0.0552785
238,0.0145132
239,0.0266325
240,0.0147412
241,0.10092
242,0.0151729
243,0.147911
244,0.0180604
245,0.0179184
246,0.0257993
247,0.014631
248,0.1123
249,0.0190065
250,0.0636649
251,0.0674032
252,0.0570699
253,0.0173975
254,0.0158669
255,0.0149564
256,0.112776
257,0.0251179
258,0.0684653
259,0.0162918
260,0.0181843
261,0.146056
262,0.0153873
263,0.167885
264,0.0146394
265,0.0163377
266,0.0146048
267,0.0206922
268,0.076754
269,0.0179171
270,0.024335
271,0.0182168
272,0.103341
273,0.0692154
274,0.115202
275,0.235603
276,0.0245138
277,0.0287751
278,0.109793
279,0.0166118
280,0.024291
281,0.0149036
282,0.0151283
283,0.14788
284,0.0259307
285,0.022822
286,0.0260159
287,0.0351508
288,0.0674541
289,0.0179923
290,0.0551623
291,0.0246468
292,0.0250503
293,0.0151173
294,0.0192287
295,0.0249456
296,0.105723
297,0.11753
298,0.0147046
299,0.0264117
300,0.0282746
301,0.0747499
302,0.0635913
303,0.0176798
304,0.127758
305,0.205771
306,0.0226429
307,0.0201469
308,0.0693776
309,0.0572249
310,0.0187738
311,0.0240221
312,0.181877
313,0.0259958
314,0.0699377
315,0.0185768
316,0.0215382
317,0.055258
318,0.0145543
319,0.0158354
320,0.0181509
321,0.0250559
322,0.0153908
323,0.0175737
324,0.0253161
325,0.104083
326,0.0256081
327,0.0145927
328,0.0162352
329,0.017485
330,0.0679122
331,0.0689578
332,0.0250475
333,0.0153554
334,0.0150901
335,0.0158447
336,0.0217183
337,0.0253324
338,0.246617
339,0.0553071
340,0.0149907
341,0.0240653
342,0.0151029
343,0.0152455
344,0.0276276
345,0.14029
346,0.01484
347,0.0156105
348,0.027283
349,0.0818148
350,0.0570589
351,0.215409
352,0.180807
353,0.0969072
354,0.0148104
355,0.0216609
356,0.0652745
357,0.0680085
358,0.072149
359,0.0244245
360,0.0154491
361,0.0154853
362,0.0246378
363,0.0151301
364,0.0564272
365,0.0145332
366,0.0173751
367,0.0145298
368,0.0166176
369,0.018172
370,0.0735511
371,0.0263962
372,0.103427
373,0.0243881
374,0.0151441
375,0.0158389
376,0.0148503
377,0.0747617
378,0.145354
379,0.0259446
380,0.0149491
381,0.108768
382,0.0147028
383,0.0242989
384,0.019191
385,0.0716225
386,0.0149137
387,0.216507
388,0.0181614
389,0.0249311
390,0.105606
391,0.0247102
392,0.103028
393,0.101582
394,0.0554719
395,0.0741637
396,0.0180475
397,0.0147348
398,0.0281759
399,0.0654474
400,0.0280883
401,0.0161603
402,0.0184312
403,0.0701779
404,0.146639
405,0.0179995
406,0.147384
407,0.15342
408,0.0574253
409,0.0145762
410,0.0160607
411,0.0253841
412,0.195169
413,0.063558
414,0.0248273
415,0.024383
416,0.0576445
417,0.055938
418,0.0167854
419,0.0161797
420,0.0243058
421,0.0690388
422,0.0185153
423,0.0250144
424,0.0581438
425,0.0167515
426,0.0146254
427,0.0145769
428,0.0145475
429,0.0148777
430,0.0286546
431,0.301591
432,0.0287263
433,0.0250663
434,0.0160958
435,0.06691
436,0.0250786
437,0.0577744
438,0.0587626
439,0.0153545
440,0.0271736
441,0.0661893
442,0.017935
443,0.206569
444,0.119787
445,0.0182093
446,0.018118
447,0.109083
448,0.141895
449,0.0144911
450,0.0164742
451,0.146001
452,0.0158757
453,0.0147181
454,0.0715378
455,0.0161068
456,0.184887
457,0.0266311
458,0.0187225
459,0.0575095
460,0.0257332
461,0.0151495
462,0.18275
463,0.014552
464,0.0153534
465,0.0149835
466,0.0243333
467,0.0151605
468,0.0251049
469,0.0242173
470,0.0171659
471,0.10867
472,0.0954316
473,0.067896
474,0.0145986
475,0.0295491
476,0.150865
477,0.0159234
478,0.0251204
479,0.0240149
480,0.0153613
481,0.0235188
482,0.0581526
483,0.01487
484,0.0178919
485,0.071294
486,0.0155385
487,0.014734
488,0.103483
489,0.0776279
490,0.0274843
491,0.186327
492,0.0157516
493,0.0952507
494,0.0161642
495,0.0147496
496,0.121842
497,0.0204447
498,0.0243967
499,0.0146585
500,0.0719541
501,0.0250131
502,0.0261927
503,0.0265483
504,0.0680935
505,0.0151514
506,0.0557089
507,0.0251854
508,0.0145062
509,0.125051
510,0.0553954
511,0.0261464
512,0.0148316
513,0.0253179
514,0.559122
515,0.0144999
516,0.0250666
517,0.0267341
518,0.0764881
519,0.0257833
520,0.0146226
521,0.0150078
522,0.0145807
523,0.0146912
524,0.0155891
525,0.511645
526,0.0209642
527,0.01794
528,0.0155231
529,0.0150067
530,0.0167546
531,0.0628126
532,0.0796735
533,0.150627
534,0.171903
535,0.0966592
536,0.0154254
537,0.0251346
538,0.0209667
539,0.0731326
540,0.148697
541,0.0146471
542,0.0798604
543,0.0754479
544,0.0229519
545,0.0270588
546,0.0147099
547,0.0157219
548,0.0150228
549,0.143312
550,0.0149529
551,0.187192
552,0.0268392
553,0.0181532
554,0.0160043
555,0.0627825
556,0.185506
557,0.0178609
558,0.0250519
559,0.0152405
560,0.0258719
561,0.0145023
562,0.0783431
563,0.0281095
564,0.0257731
565,0.0169117
566,0.118989
567,0.0246538
568,0.0249274
569,0.0158774
570,0.0583312
571,0.0148772
572,0.0145072
573,0.362796
574,0.0261299
575,0.0968001
576,0.0250586
577,0.0756889
578,0.0247476
579,0.0148139
580,0.0253581
581,0.0152856
582,0.0244948
583,0.0242674
584,0.140745
585,0.175733
586,0.0242274
587,0.0157247
588,0.0148478
589,0.0579051
590,0.1037
591,0.0238336
592,0.057296
593,0.0176074
