particle,length
0,0.176543
1,0.0233561
2,0.166531
3,0.0147265
4,0.0147567
5,0.0696835
6,0.121785
7,0.0151523
8,0.0558471
9,0.0252863
10,0.0146421
11,0.0998772
12,0.0245147
13,0.0146835
14,0.0259285
15,0.0993527
16,0.0187613
17,0.0144727
18,0.0547348
19,0.0146127
20,0.0749932
21,0.0555736
22,0.0166729
23,0.0251287
24,0.0156414
25,0.202258
26,0.174598
27,0.0153787
28,0.0149515
29,0.0149336
30,0.0284209
31,0.0254402
32,0.0151314
33,0.0144901
34,0.0568515
35,0.0149993
36,0.025252
37,0.229108
38,0.0211813
39,0.122919
40,0.0249602
41,0.058505
42,0.0186002
43,0.155203
44,0.0623487
45,0.124498
46,0.0183195
47,0.298292
48,0.0254348
49,0.136739
50,0.0180158
51,0.053453
52,0.024493
53,0.0182231
54,0.0971496
55,0.216813
56,0.0250885
57,0.0166128
58,0.0160847
59,0.0150464
60,0.0243062
61,0.139071
62,0.0180817
63,0.0166182
64,0.0186014
65,0.0155759
66,0.0154364
67,0.674062
68,0.649398
69,0.0251105
70,0.186405
71,0.0187224
72,0.0153234
73,0.0154897
74,0.0147814
75,0.0178684
76,0.0579782
77,0.0631353
78,0.0150008
79,0.0274619
80,0.173843
81,0.177359
82,0.101282
83,0.0963298
84,0.0151029
85,0.102101
86,0.164732
87,0.0157249
88,0.0152862
89,0.030036
90,0.0641875
91,0.0254168
92,0.0168696
93,0.174974
94,0.0160898
95,0.0991838
96,0.0213096
97,0.0260761
98,0.109369
99,0.243622
100,0.107882
101,0.01478
102,0.0548829
103,0.0163406
104,0.762787
105,0.0145841
106,0.0147678
107,0.0151115
108,0.0747518
109,0.0641079
110,0.0225875
111,0.0145269
112,0.02784
113,0.178814
114,0.0223652
115,0.0551949
116,0.0312557
117,0.27628
118,0.154752
119,0.114428
120,0.0592603
121,0.0180596
122,0.025359
123,0.0153729
124,0.17726
125,0.070295
126,0.0165983
127,0.0798157
128,0.0965309
129,0.0203887
130,0.016706
131,0.0155041
132,0.0951176
133,0.0146675
134,0.0178711
135,0.133433
136,0.137835
137,0.0632045
138,0.0567755
139,0.158508
140,0.056599
141,0.0154851
142,0.0722916
143,0.0192744
144,0.0149679
145,0.0246496
146,0.0612649
147,0.0171135
148,0.137837
149,0.0283943
150,0.0700951
151,0.0156984
152,0.0940965
153,0.118463
154,0.0146659
155,0.157534
156,0.0254912
157,0.0200437
158,0.0144606
159,0.0963526
160,0.0148678
161,0.0543184
162,0.0152147
163,0.0162608
164,0.119145
165,0.026848
166,0.531251
167,0.0150391
168,0.0247749
169,0.0150504
170,0.0249573
171,0.10679
172,0.0144799
173,0.0146829
174,0.0159205
175,0.014753
176,0.0145212
177,0.0155184
178,0.0641038
179,0.0156816
180,0.0164704
181,0.135438
182,0.0157264
183,0.0148111
184,0.0159467
185,0.0674965
186,0.290561
187,0.056989
188,0.0261194
189,0.0145534
190,0.103804
191,0.515227
192,0.0576522
193,0.0571532
194,0.0544047
195,0.0148588
196,0.0639901
197,0.0186422
198,0.0246021
199,0.219403
200,0.133738
201,0.0650951
202,0.0158175
203,0.0547816
204,0.0148075
205,0.0219125
206,0.163738
207,0.0144764
208,0.0170897
209,0.0145572
210,0.064894
211,0.0655774
212,0.135276
213,0.0156046
214,0.17784
215,0.0146167
216,0.014535
217,0.0976563
218,0.0290742
219,0.0155351
220,0.0607186
221,0.0154761
