particle,length
0,0.0153414
1,0.0267005
2,0.0582849
3,0.0155368
4,0.0148507
5,0.0256557
6,0.0749254
7,0.0180988
8,0.0181559
9,0.107477
10,0.0672259
11,0.0644981
12,0.0281686
13,0.0173379
14,0.110027
15,0.0184087
16,0.0147683
17,0.181803
18,0.111684
19,0.158559
20,0.0
21,0.0154902
22,0.0153573
23,0.0252698
24,0.168837
25,0.0253865
26,0.106157
27,0.164908
28,0.0147869
29,0.317648
30,0.0242153
31,0.0328294
32,0.0274613
33,0.0574661
34,0.0241595
35,0.0253742
36,0.0659138
37,0.0248647
38,0.0159431
39,0.0245344
40,0.0670813
41,0.0638624
42,0.0643337
43,0.0181323
44,0.0240882
45,0.100615
46,0.0687386
47,0.0249535
48,0.0963389
49,0.146139
50,0.016112
51,0.0245211
52,0.0149205
53,0.152304
54,0.0672122
55,0.0277051
56,0.0173131
57,0.0687428
58,0.081683
59,0.164457
60,0.0202321
61,0.109434
62,0.120546
63,0.0551044
64,0.0149838
65,0.015428
66,0.0706845
67,0.11023
68,0.0718252
69,0.0167196
70,0.0253737
71,0.0276263
72,0.111116
73,0.0242467
74,0.0157078
75,0.0146914
76,0.132147
77,0.0281086
78,0.0157038
79,0.0266504
80,0.0150432
81,0.0256682
82,0.209229
83,0.0246167
84,0.220517
85,0.06337
86,0.0281907
87,0.0552639
88,0.0731247
89,0.0975942
90,0.149815
91,0.0162839
92,0.0146897
93,0.0
94,0.175979
95,0.0149891
96,0.0243549
97,0.0705576
98,0.015578
99,0.22896
100,0.0155842
101,0.114504
102,0.0760936
103,0.0548487
104,0.09519
105,0.0221239
106,0.0245924
107,0.0147767
108,0.0148275
109,0.0249222
110,0.0254119
111,0.0147622
112,0.0247033
113,0.0756423
114,0.0266495
115,0.0844244
116,0.0896811
117,0.0157994
118,0.110903
119,0.0773704
120,0.0250144
121,0.0278103
122,0.0964731
123,0.0152201
124,0.0147914
125,0.0263224
126,0.0660888
127,0.0250507
128,0.015371
129,0.0249806
130,0.015845
131,0.0995375
132,0.0150336
133,0.0577468
134,0.024866
135,0.0150378
136,0.0953822
137,0.0145687
138,0.0736898
139,0.100604
140,0.0147232
141,0.0152925
142,0.055688
143,0.0151719
144,0.0870664
145,0.181063
146,0.062377
147,0.126324
148,0.0677584
149,0.0677858
150,0.0592973
151,0.119027
152,0.0247305
153,0.0242997
154,0.0146383
155,0.0692507
156,0.0648048
157,0.0193195
158,0.0245108
159,0.0149917
160,0.0216095
161,0.02675
162,0.201672
163,0.0159316
164,0.067731
165,0.0247463
166,0.0145079
167,0.0317267
168,0.0736261
169,0.182501
170,0.0151991
171,0.0247064
172,0.0150138
173,0.0263733
174,0.0145541
175,0.0693899
176,0.112035
177,0.151185
178,0.0585558
179,0.0181116
180,0.0538843
181,0.0159601
182,0.0149708
183,0.0248464
184,0.0589341
185,0.0155047
186,0.025651
187,0.103397
188,0.0658756
189,0.0201377
190,0.0145121
191,0.0574053
192,0.162907
193,0.153392
194,0.0260106
195,0.0560673
196,0.0155938
197,0.0777253
198,0.0995155
199,0.111519
200,0.0977428
201,0.110368
202,0.029148
203,0.0575169
204,0.0722659
205,0.0152895
206,0.030497
207,0.0144718
208,0.0159819
209,0.0156779
210,0.0253151
211,0.0259349
212,0.0891041
213,0.0152649
214,0.0175316
215,0.0180508
216,0.184942
217,0.0248153
218,0.0259476
219,0.015401
220,0.0158762
221,0.0153617
222,0.119366
223,0.0153606
224,0.0692065
225,0.0152523
226,0.0556686
227,0.0261108
228,0.0159038
229,0.0737382
230,0.0148617
231,0.02501
232,0.0660482
233,0.0148743
234,0.0272012
235,0.0688361
236,0.0158897
237,0.0241845
238,0.0159419
239,0.0161802
240,0.0149528
241,0.015414
242,0.0173667
243,0.0979266
244,0.0149236
245,0.0971819
246,0.0247119
247,0.0156592
248,0.014559
249,0.0151194
250,0.0147392
251,0.0968654
252,0.0151827
253,0.0647821
254,0.0241172
255,0.0144671
256,0.016023
257,0.055881
258,0.019694
259,0.0145417
260,0.0878046
261,0.0148099
262,0.169095
263,0.0147215
264,0.0262111
265,0.0152184
266,0.0671879
267,0.0151291
268,0.0168472
269,0.0245285
270,0.0793882
271,0.0146558
272,0.0152875
273,0.0280204
274,0.0146682
275,0.0974167
276,0.0168172
277,0.0249768
278,0.0566948
279,0.100549
280,0.0161326
281,0.0148518
282,0.0144586
283,0.0213449
284,0.0583379
285,0.017762
286,0.0181725
287,0.0247922
288,0.176536
289,0.0162462
290,0.0145219
291,0.0729692
292,0.0563475
293,0.0148951
294,0.0158283
295,0.0146685
296,0.0174577
297,0.0659482
298,0.0153213
299,0.0181898
